Tested Model,Body Type,Year Of Publication,Kerb Weight,VIN From Which Rating Applies,Class,Frontal Offset Deformable Barrier,Whiplash Rear Impact,AEB City,Lateral Impact,18 months old child,36 months old child,VRU Impact Protection,Crash Test Performance,Safety Features,CRS Installation Check,Speed Assistance,Electronic Stability Control,Seatbelt Reminder,Lane Support,AEB Inter-Urban,Head Impact,Pelvis Impact,Leg Impact,rating,Frontal Full Width,Frontal Impact,Lateral Impact.1,Crash Test Performance based on 6 & 10 year old children,AEB Pedestrian,Safety Pack Name,VRU Impact Mitigation,AEB Cyclist,Rear Impact,Frontal Impact.1,Rescue and Extrication,Occupant Status Monitoring,AEB Car-to-Car,Rescue and Extrication.1,Crash Test Performance based on 6 & 10 year old children.1,Safety Features.1,CRS Installation Check.1,Pedestrian & Cyclist Head,Pelvis,Femur,Knee & Tibia
"Mercedes-EQ EQA 'AMG Line', LHD",- 5 door SUV,2019,2040kg,- all EQAs,Small SUV,8,1.6,4.0,16.0,,,,,9.0,12.0,2.9,,2.5,2.0,2.4,20.3,1.4,6.0,5,7.5,15.5,8,23.5,5.6,,11.6,6.0,,,,,,,,,,,,,
"Renault Kangoo 1.3 Tce, LHD",- 5 door MPV,2021,1531kg,- all Kangoos including E-Tech,Small MPV,,,,11.9,,,,,7.0,12.0,2.5,,,2.8,,16.0,3.5,5.1,4,,14.0,8,24.0,4.6,,12.1,7.5,3.5,16,0.5,1.0,5.4,,,,,,,,
Audi Q4 e-tron,- 5 door SUV,2021,2125kg,- all Q4 e-trons,Large SUV,,,,14.8,,,,,8.0,12.0,1.3,,,3.5,,17.2,2.7,6.0,5,,15.1,8,24.0,5.8,,10.3,4.5,3.6,16,2.0,3.0,5.1,,,,,,,,
"Lynk & Co 01 1.5 HEV, LHD",- 5 door SUV,2021,1755kg,- all Lynk & Co. 01s,Small SUV,,,,16.0,,,,,7.0,12.0,2.9,,,3.5,,15.5,4.0,6.0,5,,15.0,8,23.9,5.8,,13.3,7.5,3.8,15.9,2.0,3.0,3.6,,,,,,,,
"NIO ES8, 6 seat, LHD",- 5 door SUV,2021,2435kg,- all ES8s,Large SUV,,,,12.5,,,,,6.0,11.5,3.0,,,4.0,,15.6,5.1,5.5,5,,13.3,8,24.0,6.8,,13.1,6.3,3.7,16,2.0,3.0,4.8,,,,,,,,
"Subaru Outback 2.5i-L EyeSight 4x4, LHD",- 5 door estate,2021,1649kg,- all Outbacks,Large Family Car,,,,14.0,,,,,9.0,12.0,2.5,,,4.0,,18.7,6.0,6.0,5,,13.8,7,23.0,7.0,,14.7,7.7,3.8,16,2.0,3.0,5.8,,,,,,,,
"Toyota Mirai, LHD",- 4 door sedan,2021,1950kg,- all Mirais,Executive Car,,,,13.9,,,,,6.0,12.0,2.4,,,3.5,,21.5,3.2,6.0,5,,14.0,8,24.0,6.4,,12.9,6.5,3.9,16,2.0,3.0,4.3,,,,,,,,
"Ford Mustang Mach-E, Titanium, LHD",- 5 door SUV,2021,2103kg,- all Mach-Es,Small SUV,,,,15.5,,,,,7.0,11.5,2.7,,,4.0,,18.7,0.0,6.0,5,,13.8,8,24.0,6.0,,12.5,6.6,3.9,16,2.0,1.0,5.6,,,,,,,,
"Hyundai IONIQ 5 GL, 160kW, LHD",- 5 door SUV,2021,1910kg,- all IONIQ 5s,Small SUV,,,,15.3,,,,,7.0,12.0,2.5,,,3.3,,14.5,0.0,6.0,5,,14.4,8,23.6,5.7,,13.9,8.2,3.1,15.6,1.0,2.7,5.8,,,,,,,,
"Hyundai TUCSON 1.6 T-GDI HEV GLS, LHD",- 5 door SUV,2021,1633kg,- all TUCSONs,Small SUV,,,,15.4,,,,,7.0,12.0,2.5,,,3.3,,16.2,1.6,6.0,5,,12.4,7.8,23.8,5.1,,12.3,7.2,3.3,16,2.0,2.7,2.9,,,,,,,,
"Hyundai BAYON 1.0 T-GDI GL, LHD",- 5 door SUV,2021,1230kg,- all BAYONs,Small SUV,,,,11.8,,,,,7.0,12.0,1.8,,,3.5,,14.9,6.0,6.0,4,,11.8,6.8,21.4,6.0,,14.6,8.6,3.7,14.6,2.0,2.7,2.8,,,,,,,,
"MG Marvel, LHD",- 5 door SUV,2021,1840kg,- all Marvel Rs,Small SUV,,,,13.7,,,,,6.0,9.0,2.3,,,4.0,,15.7,0.1,6.0,4,,11.8,8,22.0,4.4,,7.9,3.5,3.0,14,2.0,3.0,3.5,,,,,,,,
"Toyota Yaris Cross, 1.5 hybrid, 4x2, LHD",- 5 door SUV,2021,1270kg,- all Yaris Cross,Small SUV,,,,15.0,,,,,7.0,12.0,2.5,,,2.8,,17.2,6.0,6.0,5,,12.0,8,22.3,6.8,,13.4,6.6,4.0,14.3,2.0,3.0,4.8,,,,,,,,
"BMW iX xDrive40 4x4, LHD",- 5 door SUV,2021,2573kg,- all iX,Large SUV,,,,16.0,,,,,7.0,12.0,2.8,,,2.5,,18.2,0.0,6.0,5,,13.7,8,24.0,6.9,,15.6,8.7,4.0,16,1.0,2.0,5.8,,,,,,,,
"Dacia Spring, electric, LHD",- 5 door hatchback,2021,970kg,- all Springs,City and Supermini,,,,10.6,,,,,4.0,6.0,1.3,,,0,,12.2,3.3,5.8,1,,6.1,8,17.5,,,0.0,,2.8,9.5,-0.5,1.0,2.9,,,,,,,,
"FIAT 500e 'ICON', LHD",- 3 door hatchback,2021,1328kg,- all 500e,City and Supermini,,,,12.6,,,,,6.0,11.7,2.3,,,3.5,,12.8,2.1,6.0,4,,12.6,7,21.8,7.0,,15.6,8.6,3.6,14.8,0.0,2.0,3.0,,,,,,,,
"Genesis G70 Shooting Brake 2.2 CRDi, LHD",- 5 door estate,2021,1842kg,- all G70s,Executive Car,,,,15.1,,,,,7.0,12.0,2.8,,,3.3,,17.1,4.7,5.8,5,,13.5,8,24.0,5.9,,13.8,7.9,3.4,16,2.0,2.7,5.5,,,,,,,,
"Genesis GV70 2.5 T-GDI Luxury Line, LHD",- 5 door SUV,2021,2020kg,- all GV70s,Large SUV,,,,16.0,,,,,7.0,12.0,2.6,,,3.3,,16.9,0.0,6.0,5,,13,8,24.0,5.2,,11.9,6.7,3.2,16,2.0,2.7,5.5,,,,,,,,
"Toyota Yaris Hybrid 1.5 HEV, RHD",- 5 door hatchback,2020,1175kg,- All Mazda 2 Hybrids,Small Family Car,,,,15.0,,,,,7.0,10.0,2.4,,,3.5,,18.7,5.2,6.0,5,,12.0,8,23.0,6.8,,12.4,5.7,4.0,15,2.0,3.0,4.8,,,,,,,,
"Mercedes-EQ EQB, electric",- 5 door SUV,2019,2090kg,- all EQBs,Small SUV,8,1.6,4.0,15.5,,,,,9.0,12.0,2.9,,2.5,2.0,2.3,19.8,0.3,6.0,5,7.2,15.8,8,23.8,5.6,,11.4,5.9,,,,,,,,,,,,,
"Mercedes-EQ EQS 450+ 4x2 AMG Line, LHD",- 5 door hatchback,2021,2480kg,- all EQS,Executive Car,,,,16.0,,,,,9.0,12.0,2.5,,,3.3,,16.9,2.9,6.0,5,,14.7,8,24.0,8.0,,15.6,7.6,3.9,16,2.0,2.0,5.1,,,,,,,,
"Nissan Qashqai 1.3 petrol 4x2 Acenta, LHD",- 5 door SUV,2021,1503kg,- all Qashqais,Small SUV,,,,16.0,,,,,9.0,12.0,2.5,,,4.0,,14.2,2.6,6.0,5,,14.0,8,23.8,7.0,,15.3,8.3,3.8,15.8,1.0,3.0,5.7,,,,,,,,
"Renault Kangoo 1.3 Tce, LHD",- 5 door MPV,2021,1531kg,- all Townstars,Small MPV,,,,11.9,,,,,7.0,12.0,2.5,,,2.8,,16.0,3.5,5.1,4,,14.0,8,24.0,4.6,,12.1,7.5,3.5,16,0.5,1.0,5.4,,,,,,,,
"Renault Zoe 80 kW electric 'ZEN', LHD",- 5 door hatchback,2021,1563kg,- all Zoes,City and Supermini,,,,6.0,,,,,5.0,7.7,1.3,,,0,,14.2,1.9,6.0,0,,9.3,4,13.3,,,0.0,,1.1,9.3,0.0,1.0,0,,,,,,,,
"Škoda Fabia 1.0 TSI 'Ambition', LHD",- 5 door hatchback,2021,1199kg,- all Fabias,Small Family Car,,,,12.9,,,,,8.0,12.0,1.3,,,3.5,,16.3,5.7,6.0,5,,14.0,7.2,20.1,5.1,,10.3,5.2,3.6,12.9,2.0,3.0,3.7,,,,,,,,
"Volkswagen Caddy 2.0 diesel Kombi 'Life' 4x2, LHD",- 5 door MPV,2021,1767kg,- WV1ZZZSKZNX019396,Small MPV,,,,14.1,,,,,7.0,10.3,1.3,,,3.5,,15.7,4.7,6.0,5,,12.5,8,23.3,5.4,,11.2,5.8,3.6,15.3,2.0,3.0,5.0,,,,,,,,
Lexus NX 350h,- 5 door SUV,2022,1810kg,- all NXs,Small SUV,,,,14.7,,,,,7.0,12.0,2.5,,,3.5,,17.4,6.0,6.0,5,,14.2,8,23.9,7.0,,15.7,8.7,3.8,15.9,2.0,3.0,5.8,,,,,,,,
"Dacia Sandero Stepway 1.0TCe, LHD",- 5 door hatchback,2021,1111kg,- all Joggers,City and Supermini,,,,10.7,,,,,5.0,10.5,1.3,,,0,,14.1,2.3,5.8,1,,12.1,8,18.6,,,0.0,,3.3,10.6,0.5,0.6,4.5,,,,,,,,
"Volkswagen Caddy 2.0 diesel Kombi 'Life' 4x2, LHD",- 5 door MPV,2021,1767kg,- all Tourneo Connects,Small MPV,,,,14.1,,,,,7.0,10.3,1.3,,,3.5,,15.7,4.7,6.0,5,,12.5,8,23.3,5.4,,11.2,5.8,3.6,15.3,2.0,3.0,5.0,,,,,,,,
"BMW 2 Series Coupé, 2.0 diesel, RHD",- 2 door coupe,2022,1682kg,- all 2 Series Coupés,Small Family Car,,,,13.3,,,,,6.0,12.0,2.8,,,1.8,,20.9,0.9,5.2,4,,13.0,6.1,22.1,5.7,,9.6,4.0,4.0,16,1.0,2.0,3.7,,,,,,,,
"VW Polo, 1.0 TSI 'Life', LHD",- 5 door hatchback,2022,1158kg,- all Polos,City and Supermini,,,,16.0,,,,,8.0,12.0,1.3,,,3.5,,15.9,5.6,6.0,5,,14.1,7,19.5,5.6,,10.4,4.8,3.7,12.5,2.0,3.0,3.6,,,,,,,,
"VW Polo, 1.0 TSI 'Life', LHD",- 5 door hatchback,2022,1216kg,- all Taigos,Small SUV,,,,16.0,,,,,8.0,12.0,1.3,,,3.5,,17.5,4.9,6.0,5,,14.1,7,21.2,5.6,,10.4,4.8,3.7,14.2,2.0,3.0,3.6,,,,,,,,
"Volkswagen ID.4, rear drive, LHD",- 5 door SUV,2021,2029kg,- all VW ID.5s,Small SUV,,,,15.0,,,,,8.0,12.0,2.6,,,3.0,,18.1,5.9,6.0,5,,15.0,8,24.0,5.5,,11.4,5.9,3.7,16,2.0,3.0,5.0,,,,,,,,
"Megane E-Tech EV60 220ch 'Techno', LHD",- 5 door hatchback,2022,1636kg,- all Megane E-Techs,Small Family Car,,,,15.1,,,,,8.0,12.0,2.5,,,2.8,,12.4,1.7,6.0,5,,13.7,8,23.3,7.0,,15.3,8.3,2.8,15.3,1.0,3.0,4.4,,,,,,,,
"DS4 1.6 hybrid, LHD",- 5 door hatchback,2022,1660kg,- all DS4s,Small Family Car,,,,15.3,,,,,7.0,11.8,2.5,,,3.5,,16.6,4.1,6.0,4,,12.8,8,23.6,5.7,,13.8,8.2,3.5,15.6,1.0,2.0,2.4,,,,,,,,
"Honda HR-V 1.5 hybrid 'Advance', RHD",- 5 door SUV,2022,1389kg,- all HR-Vs,Small SUV,,,,13.0,,,,,7.0,11.5,2.5,,,3.5,,17.2,0.2,6.0,4,,13.8,6.5,18.3,7.0,,15.7,8.7,3.6,11.8,1.0,1.0,5.7,,,,,,,,
"DS4 1.6 hybrid, LHD",- 5 door hatchback,2022,1660kg,- all DS4s with Safety Pack Plus,Small Family Car,,,,15.3,,,,,7.0,11.8,2.5,,,3.5,,16.6,4.1,6.0,5,,12.8,8,23.6,5.3,Safety Pack Plus,13.8,8.5,3.5,15.6,1.0,2.0,5.2,,,,,,,,
"Kia EV6 with Long Range Battery AWD, LHD",- 5 door hatchback,2022,2105kg,- all Kia EV6s,Large Family Car,,,,15.5,,,,,7.0,12.0,2.8,,,3.3,,12.4,2.4,6.0,5,,13.6,7.2,23.2,5.8,,14.3,8.5,3.4,16,2.0,2.7,5.4,,,,,,,,
"Mercedes-Benz C 180 AMG Line, LHD",- 4 door saloon,2022,1625kg,- W1K206****R053970 and W1K206****F054956,Large Family Car,,,,15.0,,,,,9.0,12.0,2.3,,,3.3,,20.6,2.4,6.0,5,,14.7,7.3,22.7,5.8,,14.3,8.5,3.9,15.3,2.0,2.0,5.8,,,,,,,,
"Opel/Vauxhall Astra 1.2 'Edition', LHD",- 5 door hatchback,2022,1330kg,"- all Astras, including PHEV",Small Family Car,,,,12.9,,,,,7.0,12.0,2.5,,,3.5,,13.3,6.0,6.0,4,,13,8,21.4,4.1,,11.1,7.0,3.7,13.4,1.0,2.0,2.6,,,,,,,,
"Peugeot 308 Allure PureTech 130, LHD",- 5 door wagon,2022,1397kg,"- all 308 and 308 SW, including PHEV",Small Family Car,,,,12.8,,,,,7.0,11.8,2.5,,,3.5,,10.8,6.0,6.0,4,,11.8,8,22.6,5.6,,14.2,8.6,3.5,14.6,1.0,2.0,2.5,,,,,,,,
Volvo C40 Recharge,- 5 door hatchback,2022,2149kg,- all C40 Recharge,Small SUV,,,,16.0,,,,,8.0,12.0,2.5,,,4.0,,15.7,2.7,6.0,5,,13.7,8,24.0,6.0,,13.5,7.5,3.6,16,2.0,2.0,5.7,,,,,,,,
"VW Multivan eHybrid, LHD",- 5 door MPV,2022,2050kg,- all VW Multivans,Business and Family Vans,,,,14.7,,,,,8.0,12.0,2.7,,,3.5,,14.4,5.2,6.0,5,,13.7,8,24.0,5.7,,11.7,6.0,3.8,16,2.0,3.0,4.9,,,,,,,,
"Alfa Romeo Tonale, 1.5 GSE MHEV, LHD",- 5 door SUV,2022,1626kg,- all Tonales of the specification tested,Small SUV,,,,13.4,,,,,7.0,12.0,2.8,,,3.5,,12.8,2.5,6.0,5,,13.8,8,22.9,6.5,,15.0,8.5,3.4,14.9,1.0,2.0,5.3,,,,,,,,
"BMW i4, LHD",- 4 door saloon,2022,2050kg,- all i4s,Large Family Car,,,,14.0,,,,,7.0,12.0,2.8,,,1.8,,20.8,0.8,6.0,4,,14.3,8,24.0,6.0,,11.0,5.0,4.0,16,1.0,2.0,3.8,,,,,,,,
"Cupra Born 170 KW, e-Boost Pack, LHD",- 5 door hatchback,2022,1782kg,- all Cupra Borns,Small Family Car,,,,14.8,,,,,8.0,12.0,1.3,,,3.5,,15.7,6.0,6.0,5,,15.1,8,24.0,6.0,,12.3,6.3,3.6,16,2.0,3.0,5.1,,,,,,,,
"Kia Sportage 1.6 T-GDI HEV, LHD",- 5 door SUV,2022,1748kg,- all Sportages,Small SUV,,,,14.6,,,,,7.0,12.0,2.5,,,3.5,,16.2,1.6,6.0,5,,13.6,7.8,23.5,5.1,,12.3,7.2,3.3,15.7,2.0,2.7,2.9,,,,,,,,
"Mercedes-Benz T160 'Style', LHD",- 5 door MPV,2022,1544kg,"- all Citan Tourers, including e-Citan Tourer",Small MPV,,,,15.9,,,,,10.0,12.0,2.4,,,3.8,,14.5,3.8,6.0,5,,14.2,8,23.8,6.2,,13.5,7.3,3.6,15.8,1.0,3.0,5.4,,,,,,,,
"Mercedes-Benz T160 'Style', LHD",- 5 door MPV,2022,1544kg,"- all T-Class, including EQT",Small MPV,,,,15.9,,,,,10.0,12.0,2.4,,,3.8,,14.5,3.8,6.0,5,,14.2,8,23.8,6.2,,13.5,7.3,3.6,15.8,1.0,3.0,5.4,,,,,,,,
"Toyota Aygo X, 1.0 petrol 'Play', LHD",- 5 door hatchback,2022,990kg,- all Aygo X's,City and Supermini,,,,12.3,,,,,6.0,12.0,2.4,,,2.8,,17.9,3.1,6.0,4,,11.6,5.7,20.5,6.9,,13.3,6.4,3.9,14.8,2.0,3.0,4.8,,,,,,,,
"Citroën C5 X 1.6 petrol hybrid, LHD",- 5 door hatchback,2022,1734kg,- all C5 X's,Executive Car,,,,12.3,,,,,7.0,12.0,2.5,,,3.5,,18.2,0.0,6.0,4,,13.2,8,23.7,5.1,,13.6,8.5,3.8,15.7,2.0,2.0,2.6,,,,,,,,
"DS 9 1.6 hybrid, LHD",- 5 door hatchback,2022,1869kg,- all DS 9s,Large Family Car,,,,15.3,,,,,7.0,11.3,2.7,,,3.5,,16.7,5.7,6.0,4,,12.3,8,24.0,4.0,,8.0,4.0,2.2,16,0.5,2.0,2.6,,,,,,,,
Genesis GV60,- 5 door SUV,2022,2095kg,- all GV60s,Small SUV,,,,15.3,,,,,7.0,12.0,2.8,,,3.3,,13.3,0.5,6.0,5,,13.8,8,24.0,5.8,,14.5,8.7,3.0,16,2.0,2.7,5.5,,,,,,,,
Kia Niro,- 5 door SUV,2022,1682kg,- all Niros,Small SUV,,,,15.5,,,,,7.0,12.0,1.3,,,3.3,,15.6,6.0,6.0,4,,13.8,6.3,22.2,5.7,,13.0,7.2,3.4,15.9,2.0,2.7,2.6,,,,,,,,
Kia Niro,- 5 door SUV,2022,1682kg,- all Niros,Small SUV,,,,15.5,,,,,7.0,12.0,1.3,,,3.3,,15.6,6.0,6.0,5,,13.8,6.3,22.2,5.9,DriveWise,13.8,7.9,3.4,15.9,2.0,2.7,5.5,,,,,,,,
"MAZDA CX-60 2.5 PHEV 'Core+', LHD",- 5 door SUV,2022,2081kg,- all MAZDA CX-60s,Large SUV,,,,16.0,,,,,9.0,12.0,2.5,,,2.3,,20.5,6.0,6.0,5,,12.9,8,24.0,7.0,,15.7,8.7,3.9,16,1.0,2.0,5.5,,,,,,,,
"ORA Funky Cat 400 pro+, LHD",- 5 door hatchback,2022,1580kg,- all ORA 03s and Funky Cats,Small Family Car,,,,15.8,,,,,7.0,12.0,2.5,,,4.0,,13.9,5.2,5.9,5,,13.8,8,21.8,7.2,,15.0,7.8,3.7,13.8,2.0,3.0,5.5,,,,,,,,
"Renault Austral 1.3 Tce, LHD",- 5 door MPV,2022,1502kg,- all Australs including E-Tech,Large MPV,,,,16.0,,,,,6.0,11.3,2.4,,,3.0,,14.1,2.7,6.0,5,,13.4,8,23.5,7.0,,14.9,7.9,3.3,15.5,1.0,3.0,5.5,,,,,,,,
Model Y,- 5 door SUV,2022,1979kg,- all Model Y variants,Small SUV,,,,15.8,,,,,7.0,12.0,3.0,,,4.0,,16.1,6.0,6.0,5,,15.0,8,24.0,7.7,,16.7,9.0,4.0,16,2.0,3.0,5.7,,,,,,,,
"WEY Coffee 01 'Prestige', LHD",- 5 door SUV,2022,2365kg,- all Wey 05s and Coffee 01s,Large SUV,,,,16.0,,,,,7.0,12.0,2.4,,,4.0,,15.2,5.4,6.0,5,,13.8,8,24.0,8.0,,16.3,8.3,4.0,16,1.0,3.0,5.7,,,,,,,,
"Hyundai BAYON 1.0 T-GDI GL, LHD",- 5 door SUV,2021,1230kg,- from NLHBR81GVNZ144410,City and Supermini,,,,11.8,,,,,7.0,12.0,1.8,,,3.5,,14.9,6.0,6.0,4,,11.8,6.8,21.4,6.0,,14.6,8.6,3.7,14.6,2.0,2.7,2.8,,,,,,,,
"BYD ATTO 3, LHD",- 5 door SUV,2022,1750kg,- all ATTO 3's,Small SUV,,,,14.8,,,,,8.0,12.0,1.5,,,3.0,,15.0,0.8,6.0,5,,13.9,8,24.0,7.5,,15.7,8.2,3.9,16,2.0,2.0,5.5,,,,,,,,
"BBMW 2 Series Active Tourer 218i, LHD",- 5 door MPV,2022,1521kg,- all 2 Series Active Tourers,Small Family Car,,,,15.7,,,,,8.0,12.0,2.8,,,3.5,,17.9,3.2,6.0,5,,12.3,8,20.0,7.0,,15.7,8.7,3.7,12,2.0,3.0,5.5,,,,,,,,
"BMW X1 2.0 diesel X-Line, LHD",- 5 door SUV,2022,1654kg,- all X1's,Small SUV,,,,16.0,,,,,8.0,12.0,2.8,,,3.5,,19.3,0.2,6.0,5,,11.0,8,23.9,6.9,,15.6,8.7,3.7,15.9,2.0,3.0,5.5,,,,,,,,
"Isuzu D-MAX Crew Cab 1.9 diesel, RHD",- 4 door double cab,2022,2030kg,- all D-MAX Crew Cabs,Pickup Truck,,,,15.5,,,,,7.0,11.2,2.3,,,3.5,,17.8,5.0,6.0,5,,12.0,8,24.0,5.0,,8.8,3.9,3.5,16,2.0,3.0,4.6,,,,,,,,
"Range Rover D300 SE, RHD",- 5 door SUV,2022,2524kg,- all Range Rovers,Large SUV,,,,14.9,,,,,7.0,12.0,2.5,,,3.0,,16.4,2.0,6.0,5,,11.4,8,24.0,6.8,,14.7,7.9,3.8,16,2.0,2.0,5.7,,,,,,,,
"Range Rover Sport 3.0 Petrol PHEV 'SE', RHD",- 5 door SUV,2022,2727kg,- all MY23 Range Rover Sports,Large SUV,,,,14.9,,,,,6.0,12.0,2.5,,,3.0,,14.1,2.7,6.0,5,,11.7,8,24.0,6.8,,14.7,7.9,3.8,16,2.0,2.0,5.7,,,,,,,,
"EQE 350+ from Mercedes-EQ, AMG Line, LHD",- 4 door saloon,2022,2355kg,- all EQE's,Executive Car,,,,16.0,,,,,9.0,12.0,2.5,,,3.0,,18.4,4.1,6.0,5,,14.4,8,24.0,8.7,,16.6,7.9,3.9,16,2.0,2.0,5.6,,,,,,,,
"SEAT Arona 1.0 Eco TSI 'Style', LHD",- 5 door hatchback,2022,1140kg,- VSSZZZKJ0PR000446,Small SUV,,,,12.1,,,,,7.0,12.0,1.3,,,3.5,,15.0,3.8,6.0,5,,14.3,7.6,21.8,5.4,,10.7,5.3,3.4,14.1,2.0,3.0,3.5,,,,,,,,
"SEAT Ibiza 1.0 Eco TSI 'Style', LHD",- 5 door hatchback,2022,1079kg,- VSSZZZKJ0PR000432,Small Family Car,,,,12.1,,,,,7.0,12.0,1.3,,,3.5,,14.5,4.5,6.0,5,,14.3,7.6,21.4,5.4,,10.7,5.3,3.4,13.8,2.0,3.0,3.5,,,,,,,,
"Toyota bZ4X, LHD",- 5 door SUV,2022,2060kg,- all Solterras,Small SUV,,,,15.5,,,,,7.0,12.0,2.4,,,3.5,,16.5,4.5,6.0,5,,12.4,8,24.0,7.0,,15.7,8.7,3.7,16,2.0,3.0,5.8,,,,,,,,
"Toyota bZ4X, LHD",- 5 door SUV,2022,2060kg,- all bZ4X,Small SUV,,,,15.5,,,,,7.0,12.0,2.4,,,3.5,,16.5,4.5,6.0,5,,12.4,8,24.0,7.0,,15.7,8.7,3.7,16,2.0,3.0,5.8,,,,,,,,
"VW Golf 1.5 TSI 'Life', TSI",- 5 door hatchback,2022,1316kg,- all Golfs of the specification tested,Small Family Car,,,,15.3,,,,,8.0,12.0,1.3,,,3.5,,17.0,6.0,6.0,5,,12.7,7.7,22.9,5.5,,11.0,5.5,3.6,15.2,2.0,3.0,5.4,,,,,,,,
"CHERY OMODA5 1.6T, LHD",- SUV,2022,1423kg,- all OMODA5,Small SUV,,,,14.6,,,,,7.0,12.0,2.3,,,3.8,,15.3,1.4,6.0,5,,13.0,8,23.7,7.3,,14.2,6.9,3.7,15.7,2.0,3.0,5.2,,,,,,,,
"Mobilize Limo 'Techo', LHD",- 5 door hatchback,2022,1600kg,- all Limos,Small Family Car,,,,13.6,,,,,7.0,12.0,2.4,,,3.0,,13.1,5.8,6.0,4,,11.1,4,20.0,6.4,,12.8,6.4,3.7,16,2.0,0,4.0,,,,,,,,
"Honda Civic 2.0 hybrid 'Sport', LHD",- 5 door hatchback,2022,1458kg,- all Civics,Small Family Car,,,,16.0,,,,,7.0,12.0,2.5,,,3.3,,18.2,4.2,6.0,5,,13.6,8,24.0,7.0,,16.0,9.0,3.3,16,1.0,2.0,5.7,,,,,,,,
"Hyundai IONIQ 6, LHD",- 4 door saloon,2022,1910kg,- all IONIQ 6's,Large Family Car,,,,15.9,,,,,7.0,12.0,2.8,,,3.5,,10.0,5.0,5.7,5,,15.5,8,24.0,7.0,,15.3,8.3,3.5,16,2.0,2.7,5.5,,,,,,,,
"Jeep Grand Cherokee 2.0 PHEV 'Overland', LHD",- 5 door SUV,2022,2532kg,- all Grand Cherokees,Large SUV,,,,14.0,,,,,8.0,12.0,2.3,,,4.0,,16.8,6.0,6.0,5,,13.6,8,24.0,7.0,,15.0,8.0,3.3,16,1.0,3.0,3.8,,,,,,,,
"NIO ET7, LHD",- 4 door saloon,2022,2379kg,- all ET7's,Executive Car,,,,15.5,,,,,7.0,12.0,3.0,,,3.5,,16.4,2.2,6.0,5,,13.8,8,24.0,7.1,,14.9,7.8,3.6,16,2.0,3.0,5.7,,,,,,,,
"Nissan Ariya, 160kW, LHD",- 5 door SUV,2022,1914kg,- all Ariyas,Small SUV,,,,14.9,,,,,9.0,12.0,2.6,,,4.0,,15.6,4.2,6.0,5,,13.8,7.5,22.9,7.0,,14.6,7.6,3.3,15.4,1.0,3.0,5.4,,,,,,,,
"Skoda Octavia 1.5 TSI, LHD",- 5 door estate,2022,1315kg,- all Skoda Octavias,Large Family Car,,,,15.3,,,,,8.0,12.0,1.3,,,3.5,,16.0,4.8,6.0,5,,13.0,7,21.2,5.2,,10.3,5.1,3.6,14.2,2.0,3.0,5.3,,,,,,,,
"Tesla Model S, Dual Motor AWD 'Premium', LHD",- 4 door saloon,2022,2095kg,- all Model S,Executive Car,,,,16.0,,,,,9.0,12.0,3.0,,,4.0,,16.9,6.0,6.0,5,,13.9,8,24.0,8.0,,17.0,9.0,3.9,16,2.0,3.0,5.7,,,,,,,,
"Toyota Corolla Cross 2.0 hybrid, LHD",- 5 door SUV,2022,1500kg,- all Corolla Cross,Small SUV,,,,14.0,,,,,6.0,11.8,0.9,,,3.5,,19.3,6.0,6.0,5,,12.9,8,23.2,7.0,,15.7,8.7,3.7,15.2,2.0,3.0,5.8,,,,,,,,
"VW ID. Buzz 150kW electric, LHD",- Van,2022,2384kg,- all ID. Buzz,Large MPV,,,,15.2,,,,,7.0,12.0,2.7,,,3.5,,14.6,0.8,6.0,5,,14.1,8,24.0,5.7,,11.5,5.8,3.9,16,2.0,3.0,5.3,,,,,,,,
"VW Touran 1.5 TSI 'Comfortline', LHD",- 5 door MPV,2022,1520kg,- #########PW000103,Small MPV,,,,12.7,,,,,7.0,9.9,1.3,,,4.0,,18.7,1.0,6.0,4,,12.0,8,23.1,4.4,,8.3,3.9,3.7,15.1,1.0,2.0,3.4,,,,,,,,
"WEY Coffee 02 2.0 hybrid 'Prestige', LHD",- 5 door SUV,2022,2100kg,- all Wey 03's and Coffee 02's,Small SUV,,,,15.8,,,,,7.0,12.0,2.3,,,4.0,,15.6,1.5,5.9,5,,14.4,8,24.0,8.0,,16.7,8.7,3.7,16,2.0,3.0,5.7,,,,,,,,
e-POWER e-4ORCE 2-row,- 5-door SUV 2-row,2021,1599kg,- all X-Trails,Large SUV,,,,16.0,,,,,9.0,12.0,2.5,,,4.0,,14.2,2.6,6.0,5,,14.1,8,23.3,7.0,,15.3,8.3,3.5,15.3,1.0,3.0,5.7,,,,,,,,
smart #1,- 5 door SUV,2022,1820kg,- all smart #1,Small SUV,,,,15.6,,,,,8.0,12.0,1.5,,,4.0,,14.9,2.1,6.0,5,,15.2,7.8,23.8,7.6,,15.9,8.3,3.8,16,2.0,3.0,5.6,,,,,,,,
"Lucid Air GT, LHD",- 4 door saloon,2022,2371kg,- all Lucid Air,Executive Car,,,,15.9,,,,,9.0,12.0,2.4,,,3.5,,16.3,6.0,5.9,5,,12.8,8,24.0,7.9,,14.0,6.1,3.5,16,2.0,3.0,4.6,,,,,,,,
